FILE: Dec07267.SA2_LP _P558   CREATED: Thu, Jul 24, 2014 9:11:19 AM
LABEL: 2350Hz Rad Scatt 14m mixed sample                           
MON CNT   LAMBDA (A)  DET_OFF(cm)   DET_DIST(m)   TRANS   THICK(cm)
1e+08  6       15     14.547     0.87239     0.1
BCENT(X,Y)   A1(mm)   A2(mm)   A1A2DIST(m)   DL/L   BSTOP(mm)   DET_TYP  
94.7  63.04  38    12.7    15.727    0.124    76.2    ORNL  
SAM: Dec07267.SA2_LP _P558
BGD: DEC07039.SA2_LP_P330,
EMP: DEC07138.SA2_LP_P429,
DIV: PLEX_02NOV2007_NG7.DIV,
MASK: DEFAULT_NOV2007.MASK,
ABS Parameters (3-6): TSTAND=1;DSTAND=1;IZERO=51.25;XSECT=1;SDEV=0.30265
Average Choices: AVTYPE=QxQy_ASCII;SAVE=Yes;NAME=Auto;PLOT=Yes;

*** Data written from ABS folder and may not be a fully corrected data file ***
Data columns are Qx - Qy - I(Qx,Qy) - err(I) - Qz - SigmaQ_parall - SigmaQ_perp - fSubS(beam stop shadow)
Error wave is properly propagated through all reduction steps 8/2011
ASCII data created Thu, Jul 24, 2014 9:11:19 AM

-0.033700924	-0.022313826	20.209991	15.485017	0.00078030553	0.002224667	0.00078542152	1
-0.033341624	-0.022314072	8.2847929	12.409316	0.00076880085	0.0022108187	0.00078544609	1
-0.032982308	-0.022314314	9.3082075	12.761409	0.00075741921	0.0021970333	0.0007854703	1
-0.032622986	-0.022314554	10.999227	13.639123	0.00074616069	0.0021833114	0.00078549422	1
-0.032263648	-0.022314792	15.730721	14.478785	0.00073502521	0.0021696547	0.0007855178	1
-0.031904299	-0.022315027	11.505077	13.367644	0.00072401285	0.0021560644	0.00078554096	1
-0.031544939	-0.022315258	10.073761	12.761391	0.00071312359	0.0021425416	0.00078556372	1
-0.031185569	-0.022315489	16.98354	14.992325	0.0007023575	0.0021290877	0.00078558613	1
-0.030826189	-0.022315716	11.878708	13.367614	0.00069171452	0.0021157037	0.00078560802	1
-0.030466795	-0.02231594	15.818889	15.234119	0.00068119471	0.0021023913	0.00078562938	1
-0.030107392	-0.022316162	2.3744738	10.112365	0.00067079801	0.0020891516	0.00078565028	1
-0.029747978	-0.022316381	4.1815782	10.965107	0.00066052453	0.0020759862	0.00078567059	1
-0.029388554	-0.022316597	13.142879	14.197605	0.00065037422	0.0020628965	0.00078569027	1
-0.02902912	-0.022316812	4.0161366	10.965068	0.00064034708	0.0020498836	0.0007857093	1
-0.028669674	-0.022317022	8.5936546	12.111058	0.00063044316	0.0020369494	0.00078572769	1
-0.028310219	-0.022317231	22.554335	16.411215	0.00062066247	0.002024095	0.00078574533	1
-0.027950753	-0.022317436	12.971427	13.937695	0.000611005	0.002011322	0.00078576221	1
-0.027591279	-0.02231764	25.000893	17.275417	0.00060147076	0.0019986322	0.00078577828	1
-0.027231792	-0.02231784	19.684427	15.956261	0.00059205975	0.001986027	0.00078579347	1
-0.026872298	-0.022318039	8.6190367	12.111814	0.00058277202	0.0019735079	0.00078580779	1
-0.026512794	-0.022318235	12.172689	13.368109	0.00057360757	0.0019610769	0.00078582106	1
-0.026153281	-0.022318427	12.358036	14.19729	0.00056456635	0.0019487351	0.00078583334	1
-0.025793757	-0.022318617	21.466293	16.410896	0.00055564841	0.0019364845	0.00078584458	1
-0.025434226	-0.022318805	23.152374	16.850031	0.00054685381	0.0019243269	0.00078585465	1
-0.025074685	-0.022318989	13.177037	14.197146	0.0005381825	0.0019122639	0.00078586355	1
-0.024715135	-0.022319172	10.3923	12.762448	0.00052963448	0.0019002974	0.00078587118	1
-0.024355577	-0.02231935	22.266352	16.411325	0.00052120979	0.001888429	0.00078587746	1
-0.02399601	-0.022319529	26.160576	17.274849	0.00051290845	0.0018766609	0.00078588235	1
-0.023636434	-0.022319702	17.214048	15.919385	0.00050473039	0.0018649945	0.00078588579	1
-0.023276851	-0.022319874	10.252022	12.76063	0.00049667573	0.0018534319	0.00078588765	1
