0.01;0.366598;-1;0;
0.0102329;0.366644;-1;0;
0.0104713;0.366692;-1;0;
0.0107152;0.366743;-1;0;
0.0109648;0.366796;-1;0;
0.0112202;0.366851;-1;0;
0.0114815;0.366909;-1;0;
0.011749;0.36697;-1;0;
0.0120226;0.367034;-1;0;
0.0123027;0.367101;-1;0;
0.0125893;0.367171;-1;0;
0.0128825;0.367244;-1;0;
0.0131826;0.367321;-1;0;
0.0134896;0.367402;-1;0;
0.0138038;0.367486;-1;0;
0.0141254;0.367575;-1;0;
0.0144544;0.367668;-1;0;
0.0147911;0.367765;-1;0;
0.0151356;0.367867;-1;0;
0.0154882;0.367974;-1;0;
0.0158489;0.368086;-1;0;
0.0162181;0.368204;-1;0;
0.0165959;0.368327;-1;0;
0.0169824;0.368456;-1;0;
0.017378;0.368592;-1;0;
0.0177828;0.368734;-1;0;
0.018197;0.368883;-1;0;
0.0186209;0.369039;-1;0;
0.0190546;0.369203;-1;0;
0.0194984;0.369375;-1;0;
0.0199526;0.369555;-1;0;
0.0204174;0.369744;-1;0;
0.020893;0.369943;-1;0;
0.0213796;0.370151;-1;0;
0.0218776;0.37037;-1;0;
0.0223872;0.370599;-1;0;
0.0229087;0.37084;-1;0;
0.0234423;0.371093;-1;0;
0.0239883;0.371359;-1;0;
0.0245471;0.371637;-1;0;
0.0251189;0.37193;-1;0;
0.025704;0.372237;-1;0;
0.0263027;0.37256;-1;0;
0.0269153;0.372899;-1;0;
0.0275423;0.373256;-1;0;
0.0281838;0.37363;-1;0;
0.0288403;0.374023;-1;0;
0.0295121;0.374437;-1;0;
0.0301995;0.374872;-1;0;
0.030903;0.375329;-1;0;
0.0316228;0.37581;-1;0;
0.0323594;0.376315;-1;0;
0.0331131;0.376847;-1;0;
0.0338844;0.377407;-1;0;
0.0346737;0.377996;-1;0;
0.0354813;0.378616;-1;0;
0.0363078;0.379269;-1;0;
0.0371535;0.379956;-1;0;
0.0380189;0.380681;-1;0;
0.0389045;0.381444;-1;0;
0.0398107;0.382248;-1;0;
0.040738;0.383095;-1;0;
0.0416869;0.383989;-1;0;
0.042658;0.384931;-1;0;
0.0436516;0.385926;-1;0;
0.0446684;0.386975;-1;0;
0.0457088;0.388082;-1;0;
0.0467735;0.389251;-1;0;
0.047863;0.390486;-1;0;
0.0489779;0.391791;-1;0;
0.0501187;0.393169;-1;0;
0.0512861;0.394627;-1;0;
0.0524807;0.396168;-1;0;
0.0537032;0.397798;-1;0;
0.0549541;0.399523;-1;0;
0.0562341;0.401349;-1;0;
0.057544;0.403283;-1;0;
0.0588844;0.405331;-1;0;
0.060256;0.407502;-1;0;
0.0616595;0.409803;-1;0;
0.0630957;0.412242;-1;0;
0.0645654;0.41483;-1;0;
0.0660693;0.417576;-1;0;
0.0676083;0.420492;-1;0;
0.0691831;0.423587;-1;0;
0.0707946;0.426876;-1;0;
0.0724436;0.43037;-1;0;
0.074131;0.434084;-1;0;
0.0758578;0.438034;-1;0;
0.0776247;0.442235;-1;0;
0.0794328;0.446705;-1;0;
0.0812831;0.451462;-1;0;
0.0831764;0.456526;-1;0;
0.0851138;0.461918;-1;0;
0.0870964;0.467661;-1;0;
0.0891251;0.473779;-1;0;
0.0912011;0.480297;-1;0;
0.0933254;0.487243;-1;0;
0.0954993;0.494644;-1;0;
0.0977237;0.502531;-1;0;
0.1;0.510935;-1;0;
0.102329;0.519891;-1;0;
0.104713;0.529431;-1;0;
0.107152;0.539593;-1;0;
0.109648;0.550413;-1;0;
0.112202;0.561929;-1;0;
0.114815;0.574179;-1;0;
0.11749;0.5872;-1;0;
0.120226;0.601031;-1;0;
0.123027;0.615707;-1;0;
0.125893;0.631261;-1;0;
0.128825;0.647722;-1;0;
0.131826;0.665116;-1;0;
0.134896;0.683458;-1;0;
0.138038;0.702757;-1;0;
0.141254;0.72301;-1;0;
0.144544;0.744197;-1;0;
0.147911;0.766281;-1;0;
0.151356;0.789206;-1;0;
0.154882;0.812886;-1;0;
0.158489;0.837208;-1;0;
0.162181;0.862026;-1;0;
0.165959;0.887154;-1;0;
0.169824;0.912369;-1;0;
0.17378;0.937405;-1;0;
0.177828;0.961957;-1;0;
0.18197;0.985682;-1;0;
0.186209;1.00821;-1;0;
0.190546;1.02915;-1;0;
0.194984;1.04812;-1;0;
0.199526;1.06473;-1;0;
0.204174;1.07865;-1;0;
0.20893;1.08963;-1;0;
0.213796;1.09746;-1;0;
0.218776;1.10207;-1;0;
0.223872;1.10351;-1;0;
0.229087;1.10193;-1;0;
0.234423;1.09761;-1;0;
0.239883;1.09093;-1;0;
0.245471;1.08234;-1;0;
0.251189;1.07234;-1;0;
0.25704;1.06146;-1;0;
0.263027;1.0502;-1;0;
0.269153;1.03903;-1;0;
0.275423;1.02836;-1;0;
0.281838;1.01856;-1;0;
0.288403;1.00989;-1;0;
0.295121;1.00256;-1;0;
0.301995;0.996677;-1;0;
0.30903;0.992311;-1;0;
0.316228;0.989447;-1;0;
0.323594;0.98801;-1;0;
0.331131;0.987866;-1;0;
0.338844;0.988822;-1;0;
0.346737;0.990624;-1;0;
0.354813;0.992955;-1;0;
0.363078;0.995441;-1;0;
0.371535;0.997672;-1;0;
0.380189;0.999262;-1;0;
0.389045;0.999964;-1;0;
0.398107;0.999845;-1;0;
0.40738;0.999431;-1;0;
0.416869;0.99961;-1;0;
0.42658;1.00116;-1;0;
0.436516;1.00418;-1;0;
0.446684;1.00795;-1;0;
0.457088;1.01143;-1;0;
0.467735;1.01371;-1;0;
0.47863;1.01434;-1;0;
0.489779;1.01331;-1;0;
0.501187;1.01092;-1;0;
0.512861;1.00764;-1;0;
0.524807;1.00402;-1;0;
0.537032;1.00054;-1;0;
0.549541;0.997624;-1;0;
0.562341;0.995544;-1;0;
0.57544;0.994441;-1;0;
0.588844;0.994306;-1;0;
0.60256;0.994996;-1;0;
0.616595;0.996255;-1;0;
0.630957;0.997747;-1;0;
0.645654;0.999108;-1;0;
0.660693;1.00003;-1;0;
0.676083;1.00035;-1;0;
0.691831;1.00021;-1;0;
0.707946;1;-1;0;
0.724436;1.0002;-1;0;
0.74131;1.00074;-1;0;
0.758578;1.00093;-1;0;
0.776247;1.00021;-1;0;
0.794328;0.998894;-1;0;
0.812831;0.997694;-1;0;
0.831764;0.997163;-1;0;
0.851138;0.997456;-1;0;
0.870964;0.998382;-1;0;
0.891251;0.999546;-1;0;
0.912011;1.00051;-1;0;
0.933254;1.00097;-1;0;
0.954993;1.00087;-1;0;
0.977237;1.00044;-1;0;
1;1.00008;-1;0;

